step, command_counter, position_error, orientation_error
910, 0, 0.6343284845352173, 0.3460766673088074
911, 0, 0.632935106754303, 0.2368740737438202
912, 0, 0.6320693492889404, 0.19657738506793976
913, 0, 0.6325988173484802, 0.17498363554477692
914, 0, 0.6322137117385864, 0.158490851521492
915, 0, 0.6325963735580444, 0.14770697057247162
916, 0, 0.6329247355461121, 0.13757935166358948
917, 0, 0.6330364346504211, 0.12889041006565094
918, 0, 0.6330333352088928, 0.12084266543388367
919, 0, 0.6329510807991028, 0.11430870741605759
920, 0, 0.6328133344650269, 0.10928992927074432
921, 0, 0.6326403617858887, 0.10525740683078766
922, 0, 0.6324419975280762, 0.1019032895565033
923, 0, 0.6322231292724609, 0.09921885281801224
924, 0, 0.6319904327392578, 0.09715012460947037
925, 0, 0.6317504644393921, 0.09558824449777603
926, 0, 0.6315141916275024, 0.09398482739925385
927, 0, 0.6312852501869202, 0.09216849505901337
928, 0, 0.6310640573501587, 0.09017451107501984
929, 0, 0.6308519244194031, 0.08801879733800888
930, 0, 0.6306484341621399, 0.08574096113443375
931, 0, 0.6304520964622498, 0.0833679661154747
932, 0, 0.6302624940872192, 0.08094387501478195
933, 0, 0.6300797462463379, 0.0784962847828865
934, 0, 0.6299033761024475, 0.07606600970029831
935, 0, 0.6297327876091003, 0.07367828488349915
936, 0, 0.6295638680458069, 0.07126680016517639
937, 0, 0.6293962597846985, 0.06885584443807602
938, 0, 0.6292282342910767, 0.06656726449728012
939, 0, 0.6290591955184937, 0.0644766241312027
940, 0, 0.6288892030715942, 0.0626503974199295
941, 0, 0.6287165284156799, 0.061160434037446976
942, 0, 0.6285431981086731, 0.06006917357444763
943, 0, 0.6283717751502991, 0.059455983340740204
944, 0, 0.6282031536102295, 0.05932563170790672
945, 0, 0.628038227558136, 0.0596366748213768
946, 0, 0.6278764605522156, 0.06035411357879639
947, 0, 0.6277182698249817, 0.06142880767583847
948, 0, 0.6275634169578552, 0.06281083822250366
949, 0, 0.6274114847183228, 0.06445383280515671
950, 0, 0.6272633075714111, 0.06631114333868027
951, 0, 0.6271187663078308, 0.06833627820014954
952, 0, 0.626977801322937, 0.07049635797739029
953, 0, 0.6268410682678223, 0.07275857776403427
954, 0, 0.6267076730728149, 0.07505172491073608
955, 0, 0.6265776753425598, 0.07732150703668594
956, 0, 0.626450777053833, 0.07951383292675018
957, 0, 0.6263279914855957, 0.08164766430854797
958, 0, 0.6262086033821106, 0.08362238109111786
959, 0, 0.6260942220687866, 0.08548448234796524
960, 0, 0.6259837746620178, 0.08723253756761551
961, 0, 0.6258764863014221, 0.08887745440006256
962, 0, 0.6257733106613159, 0.09041225910186768
963, 0, 0.6256738305091858, 0.09183130413293839
964, 0, 0.6255785226821899, 0.09313829988241196
965, 0, 0.6254866719245911, 0.09434328228235245
966, 0, 0.6253990530967712, 0.09546129405498505
967, 0, 0.6253151297569275, 0.09647808223962784
968, 0, 0.6252356171607971, 0.09742479771375656
969, 0, 0.6251600980758667, 0.09829388558864594
970, 0, 0.6250872611999512, 0.09910288453102112
971, 0, 0.6250185966491699, 0.09985002130270004
972, 0, 0.6249541640281677, 0.10053543001413345
973, 0, 0.6248925924301147, 0.10117492824792862
974, 0, 0.6248341202735901, 0.1017775908112526
975, 0, 0.6247794032096863, 0.10233616828918457
976, 0, 0.6247271299362183, 0.10286110639572144
977, 0, 0.6246783137321472, 0.10335030406713486
978, 0, 0.6246321201324463, 0.10382825881242752
979, 0, 0.6245877742767334, 0.1042737364768982
980, 0, 0.6245464086532593, 0.10469771176576614
981, 0, 0.6245071291923523, 0.10510671138763428
982, 0, 0.6244701743125916, 0.10550157725811005
983, 0, 0.624435544013977, 0.10588154941797256
984, 0, 0.6244029998779297, 0.10624957829713821
985, 0, 0.6243723630905151, 0.10660619288682938
986, 0, 0.6243442296981812, 0.10694723576307297
987, 0, 0.6243177056312561, 0.10728947818279266
988, 0, 0.62429279088974, 0.10762827098369598
989, 0, 0.6242690682411194, 0.10795073956251144
990, 0, 0.6242475509643555, 0.10826525092124939
991, 0, 0.6242284178733826, 0.10855783522129059
992, 0, 0.6242116093635559, 0.10884661972522736
993, 0, 0.6241963505744934, 0.10913092643022537
994, 0, 0.624183177947998, 0.1094031035900116
995, 0, 0.6241713762283325, 0.10967182368040085
996, 0, 0.6241601705551147, 0.10993444919586182
997, 0, 0.6241498589515686, 0.11020500212907791
998, 0, 0.6241396069526672, 0.11046503484249115
999, 0, 0.6241311430931091, 0.11072457581758499
1000, 0, 0.624123215675354, 0.11098039895296097
1001, 0, 0.6241161227226257, 0.1112297847867012
1002, 0, 0.6241100430488586, 0.11147823929786682
1003, 0, 0.6241052150726318, 0.11171268671751022
1004, 0, 0.6241016387939453, 0.11195355653762817
1005, 0, 0.6240982413291931, 0.11218942701816559
1006, 0, 0.6240953207015991, 0.11242217570543289
1007, 0, 0.624093234539032, 0.1126563549041748
1008, 0, 0.6240924000740051, 0.11286722123622894
1009, 0, 0.6240928769111633, 0.11308388411998749
1010, 0, 0.6240946054458618, 0.11329180002212524
1011, 1, 0.7410875558853149, 0.5414209961891174
1012, 1, 0.7422864437103271, 0.45240485668182373
1013, 1, 0.7426841855049133, 0.41447943449020386
1014, 1, 0.7430763840675354, 0.3973408043384552
1015, 1, 0.7433434724807739, 0.3863444924354553
1016, 1, 0.7435427904129028, 0.3783937394618988
1017, 1, 0.7436900734901428, 0.37231600284576416
1018, 1, 0.7437920570373535, 0.3675292730331421
1019, 1, 0.7438578009605408, 0.3636346161365509
1020, 1, 0.7439039945602417, 0.3602963984012604
1021, 1, 0.7439350485801697, 0.3573418855667114
1022, 1, 0.7439543604850769, 0.3546992242336273
1023, 1, 0.7439639568328857, 0.3523051142692566
1024, 1, 0.7439643740653992, 0.3501218557357788
1025, 1, 0.7439563870429993, 0.348127156496048
1026, 1, 0.7439411282539368, 0.34628868103027344
1027, 1, 0.7439192533493042, 0.34459325671195984
1028, 1, 0.7438912987709045, 0.3430289030075073
1029, 1, 0.7438580393791199, 0.34158578515052795
1030, 1, 0.743819534778595, 0.34024903178215027
1031, 1, 0.7437776923179626, 0.3390101492404938
1032, 1, 0.7437322735786438, 0.3378596305847168
1033, 1, 0.7436834573745728, 0.3367934823036194
1034, 1, 0.7436320185661316, 0.33580803871154785
1035, 1, 0.7435783743858337, 0.3348926901817322
1036, 1, 0.7435227036476135, 0.3340458273887634
1037, 1, 0.7434656023979187, 0.3332574963569641
1038, 1, 0.7434065341949463, 0.33252933621406555
1039, 1, 0.7433469891548157, 0.331849068403244
1040, 1, 0.743285596370697, 0.3312196135520935
1041, 1, 0.7432236671447754, 0.33063846826553345
1042, 1, 0.7431604862213135, 0.3301014304161072
1043, 1, 0.7430970668792725, 0.32960009574890137
1044, 1, 0.7430332899093628, 0.32913532853126526
1045, 1, 0.742969810962677, 0.3287012279033661
1046, 1, 0.7429054975509644, 0.32829931378364563
1047, 1, 0.7428414225578308, 0.32792818546295166
1048, 1, 0.7427783608436584, 0.3275778889656067
1049, 1, 0.7427157163619995, 0.327252060174942
1050, 1, 0.7426530122756958, 0.3269437551498413
1051, 1, 0.7425913214683533, 0.3266620934009552
1052, 1, 0.7425304055213928, 0.32639166712760925
1053, 1, 0.7424697279930115, 0.32614436745643616
1054, 1, 0.7424098253250122, 0.3259144723415375
1055, 1, 0.7423505187034607, 0.325702041387558
1056, 1, 0.7422908544540405, 0.32551223039627075
1057, 1, 0.7422323226928711, 0.3253324627876282
1058, 1, 0.7421749234199524, 0.32516127824783325
1059, 1, 0.7421175241470337, 0.3250117301940918
1060, 1, 0.7420612573623657, 0.3248714804649353
1061, 1, 0.7420061230659485, 0.32473745942115784
1062, 1, 0.7419514656066895, 0.3246133029460907
1063, 1, 0.7418978214263916, 0.32449793815612793
1064, 1, 0.741845428943634, 0.32438960671424866
1065, 1, 0.7417943477630615, 0.3242865204811096
1066, 1, 0.7417440414428711, 0.32419076561927795
1067, 1, 0.7416943311691284, 0.32410192489624023
1068, 1, 0.7416462302207947, 0.3240150511264801
1069, 1, 0.7415995001792908, 0.3239309787750244
1070, 1, 0.741553544998169, 0.3238561749458313
1071, 1, 0.7415087223052979, 0.32378870248794556
1072, 1, 0.7414646744728088, 0.32372480630874634
1073, 1, 0.7414212822914124, 0.32366690039634705
1074, 1, 0.741378903388977, 0.32361337542533875
1075, 1, 0.7413373589515686, 0.32356178760528564
1076, 1, 0.7412968277931213, 0.3235138952732086
1077, 1, 0.7412570118904114, 0.3234659433364868
1078, 1, 0.7412185072898865, 0.32342058420181274
1079, 1, 0.7411808371543884, 0.32337650656700134
1080, 1, 0.7411446571350098, 0.3233339190483093
1081, 1, 0.7411090731620789, 0.32329365611076355
1082, 1, 0.7410744428634644, 0.32325685024261475
1083, 1, 0.7410411834716797, 0.32322144508361816
1084, 1, 0.7410077452659607, 0.3231894373893738
1085, 1, 0.7409752607345581, 0.32315677404403687
1086, 1, 0.7409434914588928, 0.3231290578842163
1087, 1, 0.7409124374389648, 0.32310712337493896
1088, 1, 0.7408818602561951, 0.32308700680732727
1089, 1, 0.7408525347709656, 0.32306787371635437
1090, 1, 0.7408236265182495, 0.3230484127998352
1091, 1, 0.7407961487770081, 0.32303035259246826
1092, 1, 0.7407693862915039, 0.3230098485946655
1093, 1, 0.7407432794570923, 0.3229876160621643
1094, 1, 0.7407176494598389, 0.32297956943511963
1095, 1, 0.7406934499740601, 0.3229570686817169
1096, 1, 0.7406688332557678, 0.3229365646839142
1097, 1, 0.7406445145606995, 0.32291606068611145
1098, 1, 0.7406216859817505, 0.3228933811187744
1099, 1, 0.7405992746353149, 0.3228696882724762
1100, 1, 0.7405776381492615, 0.3228464722633362
1101, 1, 0.7405566573143005, 0.322824627161026
1102, 1, 0.7405362129211426, 0.32280340790748596
1103, 1, 0.7405166029930115, 0.3227788209915161
1104, 1, 0.740497350692749, 0.3227565586566925
1105, 1, 0.7404780387878418, 0.322748064994812
1106, 1, 0.7404592633247375, 0.32273638248443604
1107, 1, 0.7404418587684631, 0.32271134853363037
1108, 1, 0.740424394607544, 0.3227006494998932
1109, 1, 0.7404071688652039, 0.32268884778022766
1110, 1, 0.7403902411460876, 0.3226737976074219
1111, 1, 0.7403738498687744, 0.3226551413536072
1112, 2, 0.7542322874069214, 0.6382027864456177
1113, 2, 0.7474400401115417, 0.41299355030059814
1114, 2, 0.7423748970031738, 0.30061715841293335
1115, 2, 0.7385721802711487, 0.25736579298973083
1116, 2, 0.7352079749107361, 0.22722025215625763
1117, 2, 0.7322243452072144, 0.2021491974592209
1118, 2, 0.7296062707901001, 0.18056441843509674
1119, 2, 0.727338969707489, 0.1618385761976242
1120, 2, 0.7253778576850891, 0.1455177366733551
1121, 2, 0.7236495614051819, 0.13104428350925446
1122, 2, 0.722129225730896, 0.11848677694797516
1123, 2, 0.720800518989563, 0.10774904489517212
1124, 2, 0.7196491360664368, 0.0987195298075676
1125, 2, 0.7186650633811951, 0.09132615476846695
1126, 2, 0.7178242802619934, 0.0853164941072464
1127, 2, 0.7170932292938232, 0.08036395907402039
1128, 2, 0.7164419889450073, 0.07622228562831879
1129, 2, 0.7158481478691101, 0.0727759301662445
1130, 2, 0.7153029441833496, 0.06997676938772202
1131, 2, 0.7147994637489319, 0.06770823895931244
1132, 2, 0.7143343687057495, 0.06592271476984024
1133, 2, 0.7139078378677368, 0.06459833681583405
1134, 2, 0.7135107517242432, 0.06361109018325806
1135, 2, 0.7131427526473999, 0.06293105334043503
1136, 2, 0.7128015160560608, 0.062499672174453735
1137, 2, 0.7124840617179871, 0.06226341798901558
1138, 2, 0.7121881246566772, 0.062175240367650986
1139, 2, 0.7119124531745911, 0.062204644083976746
1140, 2, 0.7116573452949524, 0.062342602759599686
1141, 2, 0.7114191055297852, 0.062440358102321625
1142, 2, 0.7111883759498596, 0.06272492557764053
1143, 2, 0.7109687924385071, 0.06305140256881714
1144, 2, 0.7107577919960022, 0.06340286880731583
1145, 2, 0.7105556726455688, 0.06379344314336777
1146, 2, 0.7103607654571533, 0.06414012610912323
1147, 2, 0.7101733684539795, 0.06442003697156906
1148, 2, 0.7099924683570862, 0.06465794146060944
1149, 2, 0.7098169922828674, 0.06495992839336395
1150, 2, 0.709647536277771, 0.06518687307834625
1151, 2, 0.7094831466674805, 0.0653599351644516
1152, 2, 0.7093247175216675, 0.0655159056186676
1153, 2, 0.7091773748397827, 0.06556914001703262
1154, 2, 0.7090320587158203, 0.06569619476795197
1155, 2, 0.7088948488235474, 0.0658106878399849
1156, 2, 0.7087624669075012, 0.0658918246626854
1157, 2, 0.7086358666419983, 0.06597191840410233
1158, 2, 0.708514392375946, 0.06605850160121918
1159, 2, 0.7083979845046997, 0.06605209410190582
1160, 2, 0.7082869410514832, 0.06599630415439606
1161, 2, 0.7081812620162964, 0.06593528389930725
1162, 2, 0.7080812454223633, 0.06586599349975586
1163, 2, 0.7079862356185913, 0.0658034160733223
1164, 2, 0.7078940272331238, 0.06573434174060822
1165, 2, 0.707805335521698, 0.06566648930311203
1166, 2, 0.7077186107635498, 0.06564293801784515
1167, 2, 0.7076346278190613, 0.06560855358839035
1168, 2, 0.7075535655021667, 0.06558390706777573
1169, 2, 0.7074750661849976, 0.06554823368787766
1170, 2, 0.7074002623558044, 0.06550177931785583
1171, 2, 0.7073264718055725, 0.06542988121509552
1172, 2, 0.7072544693946838, 0.06534618884325027
1173, 2, 0.7071857452392578, 0.06529726088047028
1174, 2, 0.7071194052696228, 0.06523165851831436
1175, 2, 0.7070552706718445, 0.06516820937395096
1176, 2, 0.706993579864502, 0.06510290503501892
1177, 2, 0.7069343328475952, 0.0650348961353302
1178, 2, 0.706878125667572, 0.06497211009263992
1179, 2, 0.7068227529525757, 0.06491216272115707
1180, 2, 0.7067692279815674, 0.0648408904671669
1181, 2, 0.7067180871963501, 0.06478261947631836
1182, 2, 0.7066689729690552, 0.06475003808736801
1183, 2, 0.7066220045089722, 0.06468688696622849
1184, 2, 0.7065765857696533, 0.06463909149169922
1185, 2, 0.7065333724021912, 0.0645640641450882
1186, 2, 0.7064911723136902, 0.06449712067842484
1187, 2, 0.7064514756202698, 0.06443677097558975
1188, 2, 0.706414520740509, 0.06437762826681137
1189, 2, 0.7063812017440796, 0.06438208371400833
1190, 2, 0.7063469290733337, 0.06429272145032883
1191, 2, 0.7063144445419312, 0.06424137204885483
1192, 2, 0.7062835693359375, 0.06418047100305557
1193, 2, 0.7062532901763916, 0.06411605328321457
1194, 2, 0.706224262714386, 0.06405246257781982
1195, 2, 0.7061966061592102, 0.0639938935637474
1196, 2, 0.7061700224876404, 0.06393492966890335
1197, 2, 0.7061450481414795, 0.0638774111866951
1198, 2, 0.7061214447021484, 0.06382261961698532
